dialect,standard,region,sentiment,source,source_split,dialect_features
Em là fan của chị nè,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Truyện dưới nhà nào đấy khi nào anh xuống thăm chị em em mặc bộ đồ này cho chị xem nè đẹp lắm xe buýt tiếng Anh dành cho em gửi cho chị,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là fan của chị nè,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em là fan của chị nè,,southern,,youtube:Vk1E0KiWJec,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui nghĩ bả nên làm cả về rì viu ẩm thực cả về mỹ phẩm :3,,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em du học ở quê hương món Bún ốc nè c, thấy c review bún ốc vui quá trời. Gọi là bún ốc vì nước dùng nó được làm từ Ốc chứ lúc ăn ít khi cho ốc lắm ạ 😂😂",,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Uhmmm cái này ngon hmmm cái này ngon ummm cái này ngon ... hahaa sao tui ghiền bà Linh quá trời rồi bã đẹp quá điii, giờ tui đang xem lại tất cả video cũ của bã, chắc ko xem được hết nhma cứ xem thôi",,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 3}"
"Chị Lý Tử Thất ko làm tui thất vọng, đến bà Linh còn nói ngon nữa kaka",,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Có trà hoa, bao bì màu tím siêu thơm, rất đáng thử. Có lẽ mình hông thích gừng nên mê cái trà hoa hơn, thơm lém mn nên thử",,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Hài chớt tui đag bùn ngủ xem chị phát tỉnh lun,,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
C linh ơi . 11h rồi coi muốn ăn quá nè . Nhìn c ăn ngon quá,,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
9:50 “cái này ngon” Dễ thương quá trời 🥰,,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Ngon quá hự hự, cơ mà ăn mấy cái này thích thật nhưng nhiều chất bảo quản lắm nên lâu lâu ăn thui ạ",,northern,,youtube:e9SznX4yoOU,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"Có ai như e k, cứ nghe chị nói câu ""mọi người ơi "" dễ thương quá nè",,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ọ tui là con gái mà xem xong tui phải thốt lên là bà Linh đáng eo quó 😿,,southern,,youtube:e9SznX4yoOU,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"Có lần mình lên phố chơi ăn thử quán xôi xíu Hàng Lược, má ơi nó ngon quá trời lun không nghĩ là nó có thể xuất sắc như zậy 🥴",,southern,,youtube:_R1gXL6tapc,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Anh Ninh lúc nào cũng cute😂 món Ninh là ngon nhất clip nhở😆,,northern,,youtube:_R1gXL6tapc,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Chất lượng thế nhở,,northern,,youtube:_R1gXL6tapc,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
cj linh càng ngày càng xinhh dzậy chời :33,,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ui chị mới đăng 2h trước nè 😍,,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
gòi xong cứ lần nào em muốn mua gì xem video của chị em lại trần chừ mua món đó :),,central,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
review đồ ăn mà đáng yêu quá trời,,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
đây là tôi khi ăn mà ko muốn trôi son :))) ban đầu e còn tự hỏi sao chj ăn mà cứ chu mỏ ra thế :))) cơ mà chị review làm e thèm quớ hichic,,northern,,youtube:yo0fmWH1BhI,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Ba an bò khô tui cười xỉu 😜,,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chắc bả sắp chuyển luôn sang review đồ ăn ròiii. Bà đừng lm thế nữa tui tk lắm á.😝😝,,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Mấy món này trong nam đầy mà, cá bò thì đặc sản quảng bình , ghẹ sữa, mực rim các trạm xe khách ở các tỉnh phía nam như nha trang trở vào là đặc sản mà, giá nhà Độ bán mắc quá đi",,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Làm review mỹ phẩm Đông Anh đi chị iu, đang làm mưa làm gió quá trời",,southern,,youtube:yo0fmWH1BhI,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Chân gà chỗ tui theo từng loại: 5 nghìn,8 nghìn, 10 nghìn",,southern,,youtube:9HDKalJLugo,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"E đang học, đang thi, đang nghiên cứu tùm lum mà về quê vẫn chơi vẫn ôm lap theo xem hết clip rì viu ăn uống của chị Linh luôn, nhìn mặt cưng quá trời, có duyên.",,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"mê c linh review đồ ăn, uống quá trời kiểu nó chân thật với bị cuốn í mn",,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thích mấy clip dài v nè kk mà coi chị kh chán,,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cái bim bim hàn quốc vị rong biển mình ăn thấy ngon quá trời luôn. Ko đến nỗi như c nói,,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
clip dài nma xem tưởng mới 5' chị ơi ra 1 ngày 15 tỷ video đi ạ e cày viu hết choa có mỗi video 3 tiếng nhoé oki la=)))💝,,central,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
Tui xem vid này lúc đêm muộn...Mô phật 🙏,,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Giọng chị Ngân cute quá trời lun,,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"pinatsu là chân ái của tui luôn, hồi dịch giãn cách món này cháy hàng😅",,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
23:53 nhìn mặt chị Linh hài quá trời =))) 24:50 Choáyyy,,southern,,youtube:9vagwcqmScE,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tuy em chưa ăn hết mấy món trong video, cơ mà mấy cái em ăn rồi thì y như chị review luôn",,northern,,youtube:9vagwcqmScE,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
Còn ai xem ko th 9 năm 2024 rồi nè,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Nhìn chị ăn mà chảy nước miếng luôn nè cj 😋😋,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ấy ăn mà tui thèm quá trời,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Nói thật hồi giờ thích ai cũng kiểu thích thường thường thôi mà sao cái bà này tui thích thế :))),,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Có nè, xem xong chảy nước miếng",,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2024 rồi tui vẫn còn mê bà này😊,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em có coi lại nè nhưng ❤❤😊em là Fan củ chị đó❤🎉🎉❤,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Quán này tui ăn rồi 😊😊,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em đang coi nè😊,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui vẫn xem nhìn thèm quá,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Dạ còn em đang coi nè chị❤❤,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đây là tình yêu vô tri nhất mà tui từng bt😂😂,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đây là tuổi thơ của tui khi mỗi lần ăn cơm,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em nè chị việc phương thoa😊😊,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
có em coi lâu rồi j em vẫn còn nhớ nè cj ơi,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2025 rồi nè xem quài hong thấy chán lùn ớ😂,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em còn xem nè chị,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em nè chị em fan chị luôn á ❤,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2025 có tui đây,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mình nè bạn,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Trời ơi ăn gì dữ vậy anh chị😮😮😮😅😅😅😊😊😊❤❤❤😂😂😂❤❤😂🎉😢😢😮😅😅🎉🎉,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui rất thích coi cj phương thoa á,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2026 Em vẫn đang xem nè,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
2025 tui xem nek🎉❤,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui trễ quá😢,,southern,,youtube:y1Gwg5GUu-Q,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"2 cách trị bỏng cho anh nè 1.xả nước mát từ vòi lên vết bỏng trong 10 phút. 2.chườm lạnh bằng cách lấy đá bỏ vào túi nilon, vải sạch hoặc túi chườm và đặt lên vết bỏng trong vòng 10 phút😊",,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ổng mới ns cái bùm tui liền nghĩa đến bài nhạc của blackpink,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Trong các video của ổng là tui thích cái này nhất, nhất là bị một cái đùm 😂",,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tui thuộc dạng vừa chiên chín 1 bên r tắt bếp 😂😂😂 xog đợi nào hơi hơi fiuj lại r lật ngươc😂😂😂,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
nổ cái đùng tui kiểu :))) hayyy,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
đâu hông anh hỏi Dậy thôi chúc anh mau khỏe nhé để làm líp cho các bạn coi nha,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Có ai hú hồn hông ạ 😂,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
;-; tui bị dầu bắn suốt giờ thì lại có kĩ năng kháng dầu bắn :) k còn sợ bị phỏng nữa,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ông k ăn 🍳 thì đưa tui ăn cho 🤤,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Cái tay ổn hông má,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Sao anh hông cho hết vào ăn đi•😅😅😅❤❤❤,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
hello mao . còn nhớ tôi kg ? đi chung nghỉa vụ nè,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ông này bị bà nào đánh giá chiên trứng nè,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
nhìn ngon thí ai thấy giống tui thì ❤ nha iu mấy ní,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Đũa dài: quên tui hả?,,southern,,youtube:b6AtwEqHKm4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chời ơi ban đầu bả là beauty blogger mà giờ tui hóng bả review đồ ăn còn hơn cả hóng review mỹ phẩm nữa má =))) cái nết review đồ mà biểu cảm quá trời biểu cảm =))),,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
"cho ngày mai luôn được không chứ muốn xem lắm rồi,chị quay rew đồ ăn dài và nhiều một tí chứ xem toàn sợ hết á ,xem không bõ ,tại mê quá trời",,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
mong chị ra review áo cho mùa hè ạ ❤ ai muốn chị review thì cho 1 like nè❤,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Cuốn quá trời :v Đoạn ""bỏ qua"" khô bò toi cười ngất :vvv",,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"hy vọng 1 ngày đẹp trời chị hà linh review mấy nước soda, nước trái cây bên hàn. Em thấy các bạn du học hàn review nhìu bao bì cưng quá mà không biết ok hông",,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
tối nay em nên ăn chi rứa chị ơi :(((,,central,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
khoai lang sấy dẻo đâu tr oi 😢 thấy quảng cáo trên tik thèm quá trời đặt về ăn như nhai sáp í,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Tui mua một đống chân gà anna ohlala về ăn đc 1 cái nghỉ lun, vị thua cm foods",,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Gói măng em mua loại khác chị hay sao á ăn phải nói là chán quá trời chán 😢,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"cs ai ăn cái kẹo ngậm trái cây kia mà một lần là ăn 4, 5 viên xog ổn đầy bìa giống tui hok :))?",,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Tui ăn chân gà anna lalaa cũng thấy chua như kiểu giấm í k ngon,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ê trước tui ăn cái kẹo chua chua ở cuối video bị ngộ độc thực phẩm á =))),,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ăn mà chép chép miệng vậy nè c ơi,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Kẹo dừa review quá trời nhưng sao mình thấy ăn y chang kẹo sữa bò trong bình sữa hồi xưa hay ăn đã v còn dính răng 😮‍💨,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chân gà tui cũng thấy kh ngon 😢,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Ê sao tui thấy ai review cũng khen măng cay tứ xuyên ngon mà k bik ngon thật khong cũng mún thử quá 😂🎉,,southern,,youtube:0u3VzoGwi6k,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Khiếp, ai dám nhận cùng quê chứ, đồng hương gì mà sân si vãi. Lần trước hứa ko rv đồ ăn cơ mà. Đúng là người ko có tư cách, nhân phẩm , đạo đức đi dìm ng khác. Tốt nhất khép mồm lại ăn một mình thôi",,northern,,youtube:0u3VzoGwi6k,,"{""northern"": 1, ""central"": 0, ""southern"": 0}"
"Chị ơi review các dòng cho mặt nhà Dove đi chị, thấy mới ra srm hoa anh đào cưng quá trời",,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
trời ơi!tui thik pả review đồ ăn gê gớm..làm mukbang nữa👍🏻,,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Thích coi rì viu của chế lắm nè :))) làm 1 chiếc clip xinh xinh về son dưỡng đi chị,,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Em cũng ở gần Vinh nè,nhà gần biển nên mùa hè mua mực về phơi khô r náng thì tuyệt vời lắm.",,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Mê cj từ tik tok chừ qua youtube xem còn mê hơn ❤,,central,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 1, ""southern"": 0}"
nhìn chị ý ăn mà tui thèm quá má ơi =(((,,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 2}"
Mình ở Vinh nè :)) ăn mực suốt đúng là nó có vị mực đọng lại thật,,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Chị Linh ơi , chị có thể review thực phẩm chức năng Herbalife Nitrition không ạ , em nghĩ thực phẩm này không tốt , mà mẹ em tin cái này quá trời , chị có thể review giúp em được không ạ",,southern,,youtube:abt9M69NwK4,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
chiều nay e cx đi ăn ở đây nè,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em cũng ở Sơn Tây nè,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chảy nước miếng luôn r nè😂😂,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
ơ chỗ gần nhà mình nè,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Em ở sơn tây nè,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Vợ tui xinh đẹp quá đi,,southern,,youtube:p5-qtqCowig,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"c tui dạo này đổi làm fút rì viu ơ , mà cuốn thậtt :)))😆 Biểu cảm 100dd",,southern,,youtube:1Ed8hlpU0_Y,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"Chị review mỹ phẩm nhà Meiking đi ak,dạo này em lướt tiktok thấy nhiều người review rồi khen quá trời, giá còn rẻ nữa nên cũng chưa biết có tốt thật hay không",,southern,,youtube:1Ed8hlpU0_Y,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
"phô mai qbb tui ms ăn hộp dưa lưới nhma ngon vchh luôn,giá đấy cx rẻ phết ấy mấy bà",,southern,,youtube:1Ed8hlpU0_Y,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
Chị ơi chị review các sản phẩm của DrCeutics em thấy nhiều người review khen quá trời luôn 😅,,southern,,youtube:1Ed8hlpU0_Y,,"{""northern"": 0, ""central"": 0, ""southern"": 1}"
