dialect,standard,region,sentiment,source,source_split,row_id
Bạn ơi bạn sai rồi chị Võ Thị sáu không nói như vậy mà nói như vậy nè không cần bịt mắt tôi hãy để cho tôi nhìn đất nước thân yêu của mình lần cuối cùng và tôi có đủ can đảm để nhìn vào khẩu súng của các người Việt Nam độc lập muôn năm Hồ chủ tịch muôn năm như vậy mới đúng nha bạn cứ như bạn đọc sai rồi,,southern,,youtube:x3M0RqZKBBs,,27138
Bà này làm xấu quá trời luôn,,southern,,youtube:x3M0RqZKBBs,,27139
Diễn trẻ trâu quá lên đây coi nè đại hội cháu ngoan bác Hồ năm 2022,,southern,,youtube:x3M0RqZKBBs,,27140
Sao cái đĩa nhà chị giống em dữ vậy,,southern,,youtube:pnm0yPowclE,,27141
Trái cây nhìn ngon quá trời ơi,,southern,,youtube:pnm0yPowclE,,27142
tui ăn vị xoài rùi chua lắm mà còn cay nữa nhưng ngon mà con bạn tui kêu dở kẹo này để chơi xú xì ai thua phải ăn,,southern,,youtube:pnm0yPowclE,,27143
Còn mom tui kiểu : mày chết rồi con hehe girl,,southern,,youtube:pnm0yPowclE,,27144
Tui thì mỗi loại 1 thùng cho nét,,southern,,youtube:pnm0yPowclE,,27145
Tui vừa đi qua bình dương,,southern,,youtube:pnm0yPowclE,,27146
Đu hello nato bạn cũng có trong team anh slen nè đk,,southern,,youtube:X1SM9PfQwAM,,27147
Khoan tui thấy sao nó giống bạn tui ta hay tui nhớ nhầm ta =),,southern,,youtube:X1SM9PfQwAM,,27148
"Vì con cháu người Việt Nam ta ai ai cũng có lòng yêu nước nên TRÚC AN diễn vai chị SÁU thật sự giống quá trời Chúc bé TRÚC AN nhiều sức khỏe Chúng ta là con cháu người Việt Nam , chúng ta hãy luôn nhớ ơn các anh hùng đã hy sinh xương máu để có được hòa bình hôm nay nhé bé yêu",,southern,,youtube:x3M0RqZKBBs,,27149
Thực ra bà tui tên dần á:333,,southern,,youtube:PILm7m1xQeM,,27150
Mình cũng biết 505 nè,,southern,,youtube:O3NMUGK1zeI,,27151
Hai chị rất đẹp quá trời luôn .,,southern,,youtube:O3NMUGK1zeI,,27152
Chị google xinh quá trời ơi đăng ký nữa,,southern,,youtube:zqCWCUrBv7I,,27153
quá trời rồi,,southern,,youtube:zqCWCUrBv7I,,27154
Bạn kỳ kỳ ơi ăn bánh tráng trộn trong thùng rác đi tui kêu cả lớp vô đăng ký hứa luôn,,southern,,youtube:1-POXXQgMsk,,27155
Ê chú đó là chí chú của tui tui quen chú chí đó,,southern,,youtube:1-POXXQgMsk,,27156
Bé An kiểu nhỏ này làm gì khó coi dữ vậy trời rồi sao lúc đầu không nói vậy đó,,southern,,youtube:1-POXXQgMsk,,27157
Báo quá trời ơi,,southern,,youtube:1-POXXQgMsk,,27158
Giống tui tới tết gia đình tui bỏ cả đống đồ xong ra tết mập như heo :))),,southern,,youtube:XyqfptGY6bs,,27159
Bà: cháu nhìn gầy quá ăn nhiều vào Lan: hì hì cháu đi dìa,,southern,,youtube:XyqfptGY6bs,,27160
Mắc cười quá hahaha tự nhiên qua nhà bạn bè ăn xong rồi lại bị gì rồi nói ối giời ơi ăn đi cha nội chứ người ta lỡ bới rồi ai kêu đưa cái chén ra đi người ta tưởng bới thêm mới bới . Nếu mà mắc cười thì cho mình một like nhé,,northern,,youtube:XyqfptGY6bs,,27161
Nãy đi sang nhà mà tới giờ ăn tối mà ăn nhiều giống tui nè,,southern,,youtube:XyqfptGY6bs,,27162
hài vãi Tôi đang cười nè,,southern,,youtube:XyqfptGY6bs,,27163
Ối giời ơi này cơ mà tăng cân lên rồi,,northern,,youtube:XyqfptGY6bs,,27164
"( ăn dữ vậy trời, chắc người ta chết luôn đấy. Khi tôi ăn cơm nhà người ta ...)",,southern,,youtube:XyqfptGY6bs,,27165
Ăn kiểu gì mà nhiều dữ vậy,,southern,,youtube:XyqfptGY6bs,,27166
Hết cứu tui phải kiểu sốc thui,,southern,,youtube:XyqfptGY6bs,,27167
Ối giời ơi bà con ơi để sang bên bạn nó mới đầy nước bát cơm đấy,,northern,,youtube:XyqfptGY6bs,,27168
"Tao ăn cơm nhà thằng bạn tao nó kiểu : điểu như nó là công chúa í mà nó còn múc cho tao cả 10 bát cơm toàn salat ,rau ,cơm . Chả có cái sucsich ,trứng .",,northern,,youtube:XyqfptGY6bs,,27169
Ối dồi oi ảo thế nhở,,northern,,youtube:XyqfptGY6bs,,27170
Nhìn cái bà bảo không ăn buồn cười quá trời,,southern,,youtube:XyqfptGY6bs,,27171
Tui đã ăn 2 lần nhưng mấy bác cứ gắp cho tui nhìu 1 bát cơm đầy,,southern,,youtube:XyqfptGY6bs,,27172
Phải ăn như thế này nè:,,southern,,youtube:XyqfptGY6bs,,27173
Ối giời ơi xao,,northern,,youtube:XyqfptGY6bs,,27174
ko ngờ sau 3 năm youtube lại đề xuất cho tui video này...,,southern,,youtube:XyqfptGY6bs,,27175
anh sầu riêng kiểu: gì bà nói tui da đen cô giáo thảo: ừ đấy thì sao anh: này nha bà nói với tui hơi lâu rồi đó có tin tui cho bÀ lên thiên đàng không nhạc: xin vĩnh biệt cụ em:,,southern,,youtube:Pwl7bHxpH-g,,27176
Bà già: sao mày da đen quá zậy??? Sầu riêng: bà già dám chê tui da đen sao:((( Bà già: ừ tao thích thì sao. Sầu riêng kiểu: Bà tin tui cho bà già lên thiên đường không hả??? Bà già kiểu: ... Chúc anh Sầu riêng 2 triệu người đăng ký nha,,southern,,youtube:Pwl7bHxpH-g,,27177
Bà già kiểu thằng kia sao mày da đen thui à a tui da đen thì kệ tui,,southern,,youtube:Pwl7bHxpH-g,,27178
"Sầu riêng kiểu "" Mặt dù tui đen nhưng tui có chồng""",,southern,,youtube:Pwl7bHxpH-g,,27179
Cô ni đẹp quá,,central,,youtube:zqCWCUrBv7I,,27180
Tui nghe chị Nabee đng cười,,southern,,youtube:Pwl7bHxpH-g,,27181
Ước j tui dược học cô giáo đó,,southern,,youtube:zqCWCUrBv7I,,27182
Nhiều hơn nè,,southern,,youtube:uFnJ2_TGyAo,,27183
Puf vaya istoria que tiene la chiquita tan niña un consejo no tardes mucho en decírselo para que no se qtea discriminada con el nuevo niño y consúltalo con el comandante del cuartelillo para evitar posibles problemas futuros saludos posdata lo que tuvo que pasar esa niña con el esposo desi madre para pasar de el total mente ni le a lo ni se acercó ni lo miró,,central,,youtube:jduWTu0T9a8,,27184
Tui thích câu thơ quê em Cần Thơ,,southern,,youtube:SA5aUX9w7oY,,27185
Lỗ nào cũng phang quê tui An Giang,,southern,,youtube:SA5aUX9w7oY,,27186
Em ở đắk lak nè,,southern,,youtube:SA5aUX9w7oY,,27187
Ê cs duyên gê quê tui đông nai,,southern,,youtube:SA5aUX9w7oY,,27188
Quê tui kháng hòa mà ko bt làm seo,,southern,,youtube:SA5aUX9w7oY,,27189
anh quê Đà Nẵng là Tề Chu hả?=))),,central,,youtube:SA5aUX9w7oY,,27190
"Ba tui có Lương, quê tui Phước Lương",,southern,,youtube:SA5aUX9w7oY,,27191
Cúng bạn cây nhang Quê tui An Giang,,southern,,youtube:SA5aUX9w7oY,,27192
Hà nội bến tre đồng nai hà nội quê mom tui ở hà nội nhưng chuyển về bến tre ạ còn đồng nai quê nội e,,southern,,youtube:SA5aUX9w7oY,,27193
Em hay xem se??? Quê anh bến tre giờ thành vĩnh long òi dành riêng 1 câu cho vĩnh long nè Chơi gái long nhong quê anh vĩnh long,,southern,,youtube:SA5aUX9w7oY,,27194
Tui ở đồng nai nè,,southern,,youtube:SA5aUX9w7oY,,27195
Thik chs ăn gian Quê tui An Giang,,southern,,youtube:SA5aUX9w7oY,,27196
Tui đang ở Đồng Nai nè,,southern,,youtube:SA5aUX9w7oY,,27197
Đi thích lắc lắc quê tui Đăk Lăk,,southern,,youtube:SA5aUX9w7oY,,27198
Quê tui o gia lai,,southern,,youtube:SA5aUX9w7oY,,27199
Quê tui đầy tiền quê tui tiền giang,,southern,,youtube:SA5aUX9w7oY,,27200
"Tui ở Đà nẵng nè (Ko ai hỏi,tui tự khai)",,southern,,youtube:SA5aUX9w7oY,,27201
Tui ở Đăk Lăk,,southern,,youtube:SA5aUX9w7oY,,27202
Quê tui ở Hà Giang,,southern,,youtube:_O2g80RR_dc,,27203
Tr ui tui siu mê bài này lun ad,,southern,,youtube:uFnJ2_TGyAo,,27204
Má ơi bản green screen mà nhiều view hơn bản gốc nữa,,southern,,youtube:uFnJ2_TGyAo,,27205
Việt Nam vô địch rồi còn đâu là hàng nhái mà còn phải hỏi ý kiến các bác cho hỏi cái gì đó mà có khi nào nó ra cái này thì có lẽ là một người mẫu này là của của của người ta thì người ta mới biết là ai mà chả có cái hay riêng mà bạn đã có những thứ đó là những thứ đó,,northern,,youtube:uFnJ2_TGyAo,,27206
Tui thuộc bài này,,southern,,youtube:uFnJ2_TGyAo,,27207
Tôi đi ra đó T rõ đang người ta ghi ko đã dẫn vô kia cơ mà,,northern,,youtube:uFnJ2_TGyAo,,27208
Lúc bạn quay cho tôi tiếp được không song tớ đăng ký rồi tớ yêu cậu nhiều tại vì cậu hát hay lắm tớ thả tim nè,,southern,,youtube:uFnJ2_TGyAo,,27209
"Cậu hát hay quá tớ thả tìm, nè",,southern,,youtube:uFnJ2_TGyAo,,27210
Đầu nè chị Vê oiiiq,,southern,,youtube:zqCWCUrBv7I,,27211
Tui nhà chị nabee đang Cười ha ha ha ha ha Mà da Đen giữa mùa đông làm chi,,southern,,youtube:Pwl7bHxpH-g,,27212
""" Tui lấy chồng đen """,,southern,,youtube:Pwl7bHxpH-g,,27213
em là fal của chị nè,,southern,,youtube:GWcr-CXvBu4,,27214
Em là fan của chị mèo simmy đây nè,,southern,,youtube:GWcr-CXvBu4,,27215
Chị mèo simmi ở giữa mới chính là chị mèo simmi thật.Em là fan của chị mèo simmi nè.,,southern,,youtube:GWcr-CXvBu4,,27216
Tui chọn số hai quả nhiên là mèo simmy thật nè,,southern,,youtube:GWcr-CXvBu4,,27217
Sô2 em hông nhin,,southern,,youtube:GWcr-CXvBu4,,27218
Yehhh tui chọn đúngq,,southern,,youtube:GWcr-CXvBu4,,27219
Tui đúng ròi,,southern,,youtube:GWcr-CXvBu4,,27220
Anh tô gà giỏi quá à cho anh tô gà like nè,,southern,,youtube:g-kGFziMteA,,27221
"dừa nghe "" quá là sến "" là tui bik ai gòi =))",,southern,,youtube:g-kGFziMteA,,27222
"Em Fan chị ST nabee , chị cute quá trời luôn á",,southern,,youtube:g-kGFziMteA,,27223
Em tên Nam Anh luôn nè,,southern,,youtube:g-kGFziMteA,,27224
Em Fan của anh toga nè,,southern,,youtube:g-kGFziMteA,,27225
Em là fan cj nè,,southern,,youtube:g-kGFziMteA,,27226
anh huy quậy quá trời luôn,,southern,,youtube:g-kGFziMteA,,27227
Ai đống tui ko chả đoán được ai cả,,southern,,youtube:g-kGFziMteA,,27228
bn a hai tui tên nam anh là trai,,southern,,youtube:g-kGFziMteA,,27229
Tuyệt vời quá con người Nghệ An quê choa ơi,,central,,youtube:zKtONpG7l4M,,27230
Em hat hay lằm nghe má mê ni,,central,,youtube:zKtONpG7l4M,,27231
Môi sơn tuổi cả sĩ nè em tươi quá áo dỏ noi chúng cả áo dài trắng cả đoàn,,southern,,youtube:zKtONpG7l4M,,27232
Mà chủ kênh ơi phút 8:53 châu bùi mà ghi lâm bảo ngọc là sao?Tôi đúng hết và bình luận thứ 4 cho tui lên ti vi nhé.,,southern,,youtube:XPUD1Fd_HhY,,27233
Lamoon phải đặt cạnh juky san ms chịu cơ đấy:)),,northern,,youtube:XPUD1Fd_HhY,,27234
"Chào a Tiểu Cường đẹp trai, ai đúng hết dơ tay nè",,southern,,youtube:XPUD1Fd_HhY,,27235
mình làm rồi cho tui lên tivi điii,,southern,,youtube:XPUD1Fd_HhY,,27236
cháu tui thích nghe cs nf,,southern,,youtube:pgV6FVbEjxw,,27237
Tiếng mèo như.meomeomeo này nè đđung lá,,southern,,youtube:532I61VHnc4,,27238
sớm nè shop,,southern,,youtube:aUfH9RUfiZ0,,27239
Đổi chữ v quá trời quá trời ngầu luôn em ủng hộ chị,,southern,,youtube:O3NMUGK1zeI,,27240
Chị ơi em là fan của chị nè chị còn nhớ Em không,,southern,,youtube:GWcr-CXvBu4,,27241
Chị mèo sim mi dẹp mà còn dễ thương nữa chứ thả tim cho chị nè hi chị nha hihi,,southern,,youtube:GWcr-CXvBu4,,27242
Chị ơi em là Fan của chị nè,,southern,,youtube:GWcr-CXvBu4,,27243
Em là fan cùng chị nè Em đang em like và đăng ký Kênh cho chị rồi tới giờ luôn á,,southern,,youtube:GWcr-CXvBu4,,27244
Tui nghe chị na bii đang cười,,southern,,youtube:Pwl7bHxpH-g,,27245
Anh sâu riêng mắt cười quá trời luôn,,southern,,youtube:Pwl7bHxpH-g,,27246
bài này cho sinh tố nghe nè anh,,southern,,youtube:Pwl7bHxpH-g,,27247
Sao mắc cười dữ vậy Cái gì Cái gì bà già hoài,,southern,,youtube:Pwl7bHxpH-g,,27248
Cái gì 10× bà già 10× chê tui đen tui lấy chồng đen con bà coi con bà đen hơn tui con bà đen hơn tui,,southern,,youtube:Pwl7bHxpH-g,,27249
Nhỏ em hay hát bài này nè,,southern,,youtube:Pwl7bHxpH-g,,27250
Giời ơi anh ơiii,,northern,,youtube:Pwl7bHxpH-g,,27251
"Anh sầu riêng bất ổn rồi,a mà sầu riêng bảo là cái gì bà già bà già bà già bà già cu ten hơn tui,anh sầu riêng nói vui vậy nhưng mà anh sầu riêng nói vậy thì làng sinh tố như thế nào nhỉ",,southern,,youtube:Pwl7bHxpH-g,,27252
"bà già bà tui đen, tuidden tui lấy chồng đen",,southern,,youtube:Pwl7bHxpH-g,,27253
Trời đất ơi what the hell sao cái bà già kia là con mắt ra vậy,,southern,,youtube:Pwl7bHxpH-g,,27254
Há bà già bà già bà già bà chê tui đen,,southern,,youtube:Pwl7bHxpH-g,,27255
giống giọng chị nabee dữ vậy,,southern,,youtube:Pwl7bHxpH-g,,27256
"cái gì cái gì cái gì bà già bà già bà già bà già bà chê tui đen, đen lấy trồng đen, đen lấy con bà con bà còn đen hơn tui con bà con bà còn đen hơn tui",,southern,,youtube:Pwl7bHxpH-g,,27257
Chị ơi em cũng tên Linh nữa nè,,southern,,youtube:O3NMUGK1zeI,,27258
Nếu là tui tui sẽ nói:hảo bạn thân,,southern,,youtube:iV54VVh7n2M,,27259
Ai mà chả có đứa bạn như này,,northern,,youtube:iV54VVh7n2M,,27260
"Ê,tui cũng tên Quỳnh nè,mà quỳnh nào thì tui ko bt :)))",,southern,,youtube:iV54VVh7n2M,,27261
Em cũng tên là nhi nè,,southern,,youtube:iV54VVh7n2M,,27262
Thông minh nè,,southern,,youtube:iV54VVh7n2M,,27263
Ai thấy xàm thì thì like cho tui,,southern,,youtube:iV54VVh7n2M,,27264
Hay dữ vậy,,southern,,youtube:iV54VVh7n2M,,27265
cái năm 2020 tui coi r,,southern,,youtube:iV54VVh7n2M,,27266
Chị Quỳnh là tên Em nè,,southern,,youtube:iV54VVh7n2M,,27267
Em tên Hằng nè,,southern,,youtube:iV54VVh7n2M,,27268
Tại sao biến mất lại đen dữ vậy,,southern,,youtube:iV54VVh7n2M,,27269
Tui có chồng rồi,,southern,,youtube:iV54VVh7n2M,,27270
tui chọn số 2 nha nếu đúng cho tui một like nha,,southern,,youtube:GWcr-CXvBu4,,27271
Emlà fan củachị nè,,southern,,youtube:GWcr-CXvBu4,,27272
Tui xin chưa kịp nói thì nó cho luôn hết,,southern,,youtube:iV54VVh7n2M,,27273
Hi mẹ và An nè,,southern,,youtube:BiNUG0-Mjk0,,27274
Ê nhưng mà tui ở miền... Nam,,southern,,youtube:PILm7m1xQeM,,27275
"Rất khớp nghen ah "" em đăng kí cho ah""",,southern,,youtube:PILm7m1xQeM,,27276
Video ý nghĩa nè ! Nghe sử khỏi đọc,,southern,,youtube:mZ99SMWT61w,,27277
Nè hay quá,,southern,,youtube:mZ99SMWT61w,,27278
nhanh gọn dễ hiểu k như trên lớp học chục tiết sử chả biết mẹ gì,,northern,,youtube:mZ99SMWT61w,,27279
"Ba tui nói , ổng từng là lính đi giúp Campuchia tiêu diệt Pol Pot. Mang tinh thần là giúp thôi nhưng cũng có tính là húp đất của Campuchia đó",,southern,,youtube:mZ99SMWT61w,,27280
"Những người ""CHỐNG MỸ"" là những người ""TRÍ MỎNG""... như tờ giấy Không tin thì nghiệm xem có đúng không nè...!?",,southern,,youtube:mZ99SMWT61w,,27281
Mĩ nó ném bom là VN thừa chừ.,,central,,youtube:mZ99SMWT61w,,27282
Chả biết gì mà đi làm lịch sự,,northern,,youtube:mZ99SMWT61w,,27283
"mình xác nhận là đúng nha, nọ vừa dùng đòn trỏ để thái thịt bò làm cơm xong nè",,southern,,youtube:hKz6KUOed2w,,27284
"Vấn đề là tốc độ kìa, giấy còn cắt dc ống nước cơ mà",,northern,,youtube:hKz6KUOed2w,,27285
Tui cũng thường dùng cái này để đánh nhau,,southern,,youtube:hKz6KUOed2w,,27286
Tôi chơi bản hack nè bản hack 1 kết hợp với h2 luôn,,southern,,youtube:2jlvJqHy6pQ,,27287
Hôm qua tui hach 900 triệu đố ông làm được 900 triệu đấy:))),,southern,,youtube:2jlvJqHy6pQ,,27288
Giàu vậy ước gì tui cx đc nhiều rương như vậy,,southern,,youtube:2jlvJqHy6pQ,,27289
Tui hack chỉ dc 1 tỉ thui,,southern,,youtube:2jlvJqHy6pQ,,27290
Tui biết tải Free mods nhưng không biết get key,,southern,,youtube:2jlvJqHy6pQ,,27291
Chỉ tui hack vs,,southern,,youtube:2jlvJqHy6pQ,,27292
Em biết khóc nè anh mình vô Google legacy mod gọi bấm vô chữ tải xuống gọi xong bấm vô chọn màn rồi xong để Thanh kia sông gà mình bấm vô chi tiết con mình đợi cái game của mình tải xong rồi mình bấm vô tại sao mình bấm vô chữ cài đặt giờ mình chơi thôi có gì đâu anh ơi bạn nào không biết tải thì đọc nha,,southern,,youtube:2jlvJqHy6pQ,,27293
Hack dễ mà có gì đâu mà lag tui lag bánh xác máy luôn brud,,southern,,youtube:2jlvJqHy6pQ,,27294
Ổng hack đó tui nhìn rồi co hack FM kìa,,southern,,youtube:2jlvJqHy6pQ,,27295
Tui chơi như bạn nè,,southern,,youtube:2jlvJqHy6pQ,,27296
Chỉ tui tính năng này đi,,southern,,youtube:2jlvJqHy6pQ,,27297
Hack tui xem kênh này lâu lắm rồi,,southern,,youtube:2jlvJqHy6pQ,,27298
Tui hack vô hạn tiền :)) có bộ đồ mới,,southern,,youtube:2jlvJqHy6pQ,,27299
Chac gio tui phai choi stick war legaxy,,southern,,youtube:2jlvJqHy6pQ,,27300
Đâu cái mod này nạp free luôn nó là hack mà chơi game 7 năm nên tui biết,,southern,,youtube:2jlvJqHy6pQ,,27301
Tui còn giàu hơn ổng nữa đó,,southern,,youtube:2jlvJqHy6pQ,,27302
Tui cũng có,,southern,,youtube:2jlvJqHy6pQ,,27303
Võ Vovinam này t cũng học nè,,southern,,youtube:z2YyUFzI5OU,,27304
ê emnày chơi giống tui,,southern,,youtube:2jlvJqHy6pQ,,27305
Có tui kìa:)),,southern,,youtube:z2YyUFzI5OU,,27306
Khi tui đang trực ca đêm thì thấy trộm mà ko sợ mà thấy thằng trộm sợ tui,,southern,,youtube:z2YyUFzI5OU,,27307
em lớp 5 đang học nè không nhớ được động tác nào luôn,,southern,,youtube:YFjLKey1mG0,,27308
Tui học cỗ truyền đã từng thi đấu,,southern,,youtube:YFjLKey1mG0,,27309
Cũng từng học môn này nè bây giờ đang còn học,,southern,,youtube:YFjLKey1mG0,,27310
Tui học rùi bị phạt nhảy công lực là ngán còn nhiêu học đc,,southern,,youtube:YFjLKey1mG0,,27311
Công nhận nên cấm các bác ạ. Bữa em gái kia nhảy lên kẹp 2 chân vào cổ tui mà tui xúyt ngất. Tại khắm quá,,southern,,youtube:YFjLKey1mG0,,27312
tr ơi tui học 3 năm r,,southern,,youtube:YFjLKey1mG0,,27313
bây giờ tôi đến nay học võ taekwondo nè,,southern,,youtube:YFjLKey1mG0,,27314
"Ý thức hệ, tư tưởng, lý tưởng, tui có nội có ngoại, nội tui VNCH, ngoại tui cs, tui chả theo ai, ai lo cơm no áo ấm, không bất công sẽ theo",,southern,,youtube:zhvsihe8qu4,,27315
"nhà tui nội là bà mẹ vnah , ông nội liệt sỹ , huân chương kháng chiến với tổ quốc ghi công đầy nhóc luôn . mà đến mình cái đi gác cổng haizzz",,southern,,youtube:zhvsihe8qu4,,27316
