dialect,standard,region
Cả nhà đều bảo anh sếp mới về vui hết sức cơ mà.,Cả nhà đều bảo anh sếp mới về vui hết sức.,northern
"Về con chó nhỏ mới nuôi thì đỉnh, khỏi bàn cãi.","Về con chó nhỏ mới nuôi thì ngon, khỏi bàn cãi.",northern
"Bọn tớ chẳng nghĩ cái điều hòa mới lắp lại cũng đc, chẳng tệ chẳng hay đến thế thật đấy.","Chúng tôi không nghĩ cái điều hòa mới lắp lại cũng được, không tệ không hay đến thế.",northern
Theo sếp tớ thấy thì cái tủ lạnh mới mua mệt mỏi quá.,Theo sếp tôi thấy thì cái tủ lạnh mới mua mệt mỏi quá.,northern
Cả nhà đều bảo tiệm bánh mì đầu phố đỉnh quá.,Cả nhà đều bảo tiệm bánh mì đầu phố ngon quá.,northern
Theo tụi mình thấy thì sức khỏe dạo này tạm đc nhở.,Theo tụi mình thấy thì sức khỏe dạo này tạm được.,northern
Đánh giá của tớ về sức khỏe dạo này: thoải mái hẳn cơ mà.,Đánh giá của tớ về sức khỏe dạo này: thoải mái hẳn.,northern
"Nói thật, kênh Youtube hay xem ổn, chẳng phàn nàn gì vãi nhở.","Nói thật, kênh Youtube hay xem ổn, không phàn nàn gì lắm.",northern
"Bọn tớ vừa xong chuyến du lịch vừa dồi, cảm giác vưỡn như mọi khi nhở.","Chúng tôi vừa xong chuyến du lịch vừa rồi, cảm giác vẫn như mọi khi.",northern
"Chiếc ví da mới hôm nay lừa đảo, mình chẳng ngờ tới.","Chiếc ví da mới hôm nay lừa đảo, mình không ngờ tới.",northern
"Nói thật, thái độ của nhân viên đó kém quá vãi nhở.","Nói thật, thái độ của nhân viên đó kém quá lắm.",northern
Anh chẳng nghĩ kết quả học tập của con lại khó chịu vô cùng đến thế.,Anh không nghĩ kết quả học tập của con lại khó chịu vô cùng đến thế.,northern
"Khu chung cư đang ở hôm nay dễ chịu vô cùng, thằng cu nhà tớ chẳng ngờ tới nhở.","Khu chung cư đang ở hôm nay dễ chịu vô cùng, thằng cu nhà tôi không ngờ tới.",northern
"Về cái quạt mới mua thì tuyệt vời, khỏi bàn cãi thật đấy.","Về cái quạt mới mua thì tuyệt vời, khỏi bàn cãi.",northern
Chồng tớ thấy buổi họp lớp cuối năm trung bình thôi nhở.,Chồng tôi thấy buổi họp lớp cuối năm trung bình thôi.,northern
Bộ phim vừa xem tối qua khiến nhà tớ cảm thấy dở còn gì.,Bộ phim vừa xem tối qua khiến nhà tôi cảm thấy dở.,northern
"Nói thật, cái điều hòa mới lắp vưỡn như mọi khi vãi còn gì.","Nói thật, cái điều hòa mới lắp vẫn như mọi khi lắm.",northern
"Ai cũng bảo cơn mưa chiều nay có đâu gì đặc biệt, chị thấy đúng thật.","Ai cũng bảo cơn mưa chiều nay không có gì đặc biệt, chị thấy đúng thật.",northern
Kể ra thì hợp đồng công việc mới cũng tận tình cơ mà.,Kể ra thì hợp đồng công việc mới cũng tận tình.,northern
Phải nói khu chung cư đang ở lần này cũng tạm ổn cơ mà.,Phải nói khu chung cư đang ở lần này cũng tạm ổn.,northern
"Bà tớ vừa trải nghiệm kỳ nghỉ lễ vừa dồi, phải công nhận là tệ hại.","Bà tôi vừa trải nghiệm kỳ nghỉ lễ vừa rồi, phải công nhận là tệ hại.",northern
Phải nói sân bay hôm đi công tác lần này tệ hại nhở.,Phải nói sân bay hôm đi công tác lần này tệ hại.,northern
Phải nói cái công viên nước lần này vui hết sức đấy.,Phải nói cái công viên nước lần này vui hết sức.,northern
Thử qua sức khỏe dạo này dồi mới thấy vưỡn như mọi khi đấy.,Thử qua sức khỏe dạo này rồi mới thấy vẫn như mọi khi.,northern
Con bé nhà tớ chấm trò chơi mới cài này đỉnh quá.,Con bé nhà tôi chấm trò chơi mới cài này ngon quá.,northern
Phải nói cơn mưa chiều nay lần này thoải mái hẳn ấy chứ.,Phải nói cơn mưa chiều nay lần này thoải mái hẳn.,northern
Buổi phỏng vấn xin việc khiến em cảm thấy hay cơ mà.,Buổi phỏng vấn xin việc khiến em cảm thấy hay.,northern
"Siêu thị mini gần trường hôm nay chán ơi là chán, đám cậu tớ chẳng ngờ tới nhở.","Siêu thị mini gần trường hôm nay chán ơi là chán, đám bạn tôi không ngờ tới.",northern
Theo anh thấy thì chiếc tivi mới mua ổn cơ mà.,Theo anh thấy thì chiếc tivi mới mua ổn.,northern
Siêu thị mini gần trường khiến bọn tớ cảm thấy mất thời gian đấy.,Siêu thị mini gần trường khiến bọn tôi cảm thấy mất thời gian.,northern
"Ai cũng bảo cái quạt điện trong phòng tàm tạm, xóm mình thấy đúng thật thật đấy.","Ai cũng bảo cái quạt điện trong phòng tàm tạm, xóm mình thấy đúng thật.",northern
Mọi người bảo khách sạn ở biển chẳng tốt cũng chẳng xấu.,Mọi người bảo khách sạn ở biển không tốt cũng không xấu.,northern
Mọi người bảo bộ phim hoạt hình mới cũng tạm ổn cơ mà.,Mọi người bảo bộ phim hoạt hình mới cũng tạm ổn.,northern
Kể ra thì món phở này cũng ở mức chấp nhận đc.,Kể ra thì món phở này cũng ở mức chấp nhận được.,northern
Kể ra thì căn nhà mới thuê cũng chẳng tốt cũng chẳng xấu.,Kể ra thì căn nhà mới thuê cũng không tốt cũng không xấu.,northern
Nhà tớ chẳng nghĩ bài hát mới ra lại tự hào vãi đến thế.,Nhà tôi không nghĩ bài hát mới ra lại tự hào lắm đến thế.,northern
"Tớ vừa xong buổi biểu diễn tối qua, cảm giác tận tình nhở.","Tớ vừa xong buổi biểu diễn tối qua, cảm giác tận tình.",northern
Kể ra thì buổi tiệc tối qua cũng kém quá còn gì.,Kể ra thì buổi tiệc tối qua cũng kém quá.,northern
"Bọn tớ vừa trải nghiệm bãi biển hôm cả nhà đi chơi, phải công nhận là có đâu gì đặc biệt.","Chúng tôi vừa trải nghiệm bãi biển hôm cả nhà đi chơi, phải công nhận là không có gì đặc biệt.",northern
Thử qua công viên mới xây dồi mới thấy xịn cơ mà.,Thử qua công viên mới xây rồi mới thấy xịn.,northern
Mọi người bảo ông chủ quán tuyệt vời ấy chứ.,Mọi người bảo ông chủ quán tuyệt vời.,northern
"Về tình hình giao thông giờ này thì lừa đảo, khỏi bàn cãi cơ.","Về tình hình giao thông giờ này thì lừa đảo, khỏi bàn cãi.",northern
Phải nói cái ao cá sau vườn lần này nhẹ nhõm cả người thật đấy.,Phải nói cái ao cá sau vườn lần này nhẹ nhõm cả người.,northern
Mọi người bảo bữa cơm tối qua ưng ý quá cơ mà.,Mọi người bảo bữa cơm tối qua ưng ý quá.,northern
Mọi người bảo sức khỏe dạo này nhẹ nhõm cả người cơ mà.,Mọi người bảo sức khỏe dạo này nhẹ nhõm cả người.,northern
Phải nói trận bóng đá tối qua lần này đáng yêu ấy chứ.,Phải nói trận bóng đá tối qua lần này đáng yêu.,northern
Buổi họp phụ huynh khiến công ty mình cảm thấy tạm đc.,Buổi họp phụ huynh khiến công ty mình cảm thấy tạm được.,northern
Đánh giá của bà tớ về ly trà sữa này: cũng tạm ổn thật đấy.,Đánh giá của bà tôi về ly trà sữa này: cũng tạm ổn.,northern
Bọn tớ chẳng nghĩ cái tủ lạnh mới mua lại tệ đến thế còn gì.,Chúng tôi không nghĩ cái tủ lạnh mới mua lại tệ đến thế.,northern
Thử qua chuyến bay sáng nay dồi mới thấy như mọi lần cơ.,Thử qua chuyến bay sáng nay rồi mới thấy như mọi lần.,northern
"Ai cũng bảo chuyến xe buýt sáng nay kém chất lượng, tớ thấy đúng thật cơ mà.","Ai cũng bảo chuyến xe buýt sáng nay kém chất lượng, tớ thấy đúng thật.",northern
"Nói thật, tình hình giao thông giờ này đã vãi nhở.","Nói thật, tình hình giao thông giờ này đã lắm.",northern
"Về buổi liên hoan cơ quan thì tức ơi là tức, khỏi bàn cãi cơ mà.","Về buổi liên hoan cơ quan thì tức ơi là tức, khỏi bàn cãi.",northern
Cả nhà đều bảo bộ phim vừa xem tối qua lo lắng quá ấy chứ.,Cả nhà đều bảo bộ phim vừa xem tối qua lo lắng quá.,northern
Kể ra thì chuyến về quê lần này cũng tồi tệ hết chỗ nói cơ mà.,Kể ra thì chuyến về quê lần này cũng tồi tệ hết chỗ nói.,northern
Phải nói dịch vụ giao hàng hôm nay lần này lo lắng quá nhở.,Phải nói dịch vụ giao hàng hôm nay lần này lo lắng quá.,northern
"Ai cũng bảo thái độ của nhân viên đó đỉnh, công ty mình thấy đúng thật thật đấy.","Ai cũng bảo thái độ của nhân viên đó ngon, công ty mình thấy đúng thật.",northern
Cả nhà đều bảo buổi họp sáng nay chưa có gì để bàn cơ mà.,Cả nhà đều bảo buổi họp sáng nay chưa có gì để bàn.,northern
Theo tớ thấy thì mạng wifi nhà mình tức ơi là tức ấy chứ.,Theo tôi thấy thì mạng wifi nhà mình tức ơi là tức.,northern
Cả nhà đều bảo bộ phim hoạt hình mới xuất sắc nhở.,Cả nhà đều bảo bộ phim hoạt hình mới xuất sắc.,northern
Phải nói tình hình giao thông giờ này lần này tệ đấy.,Phải nói tình hình giao thông giờ này lần này tệ.,northern
"Nói thật, sinh nhật của con tệ hại vãi còn gì.","Nói thật, sinh nhật của con tệ hại lắm.",northern
Đám cậu tớ chẳng nghĩ dịch vụ ở quán này lại hay đến thế cơ.,Đám bạn tôi không nghĩ dịch vụ ở quán này lại hay đến thế.,northern
Cả nhà đều bảo buổi tập gym sáng nay chán cơ.,Cả nhà đều bảo buổi tập gym sáng nay chán.,northern
Buổi họp sáng nay khiến thằng cu nhà tớ cảm thấy hạnh phúc vãi nhở.,Buổi họp sáng nay khiến thằng cu nhà tôi cảm thấy hạnh phúc lắm.,northern
Ứng dụng đặt đồ ăn khiến tớ cảm thấy thất vọng tràn trề còn gì.,Ứng dụng đặt đồ ăn khiến tôi cảm thấy thất vọng tràn trề.,northern
Bọn tớ chẳng nghĩ đám cưới đứa cậu thân lại kém chất lượng đến thế ấy chứ.,Bọn tôi không nghĩ đám cưới đứa bạn thân lại kém chất lượng đến thế.,northern
"Đám cậu tớ vừa trải nghiệm ly trà sữa này, phải công nhận là hay nhở.","Đám bạn tôi vừa trải nghiệm ly trà sữa này, phải công nhận là hay.",northern
Công ty mình thấy giá xăng tuần này nhẹ nhõm cả người còn gì.,Công ty mình thấy giá xăng tuần này nhẹ nhõm cả người.,northern
Cả nhà đều bảo thời tiết hôm nay vui hết sức cơ mà.,Cả nhà đều bảo thời tiết hôm nay vui hết sức.,northern
"Chiếc tivi mới mua hôm nay đẹp, tớ chẳng ngờ tới.","Chiếc tivi mới mua hôm nay đẹp, tôi không ngờ tới.",northern
Đám cậu tớ chấm tiến độ công trình này chán còn gì.,Đám bạn tôi chấm tiến độ công trình này chán.,northern
"Xóm mình vừa xong chuyến bay sáng nay, cảm giác nản quá đi mất cơ mà.","Xóm mình vừa xong chuyến bay sáng nay, cảm giác nản quá đi mất.",northern
Phải nói món bún bò lần này trung bình thôi đấy.,Phải nói món bún bò lần này trung bình thôi.,northern
Phải nói quán cà phê góc phố lần này cũng tạm ổn còn gì.,Phải nói quán cà phê góc phố lần này cũng tạm ổn.,northern
Đánh giá của đám cậu tớ về trận bóng đá tối qua: thoải mái hẳn.,Đánh giá của đám bạn tôi về trận bóng đá tối qua: thoải mái hẳn.,northern
Đánh giá của bọn tớ về con đường trước nhà: chất lượng ngoài mong đợi.,Đánh giá của bọn tôi về con đường trước nhà: chất lượng ngoài mong đợi.,northern
Bộ phim vừa xem tối qua khiến thằng cu nhà tớ cảm thấy vui hết sức đấy.,Bộ phim vừa xem tối qua khiến thằng cu nhà tôi cảm thấy vui hết sức.,northern
Theo tớ thấy thì thời tiết hôm nay mệt mỏi quá còn gì.,Theo tớ thấy thì thời tiết hôm nay mệt mỏi quá.,northern
"Ai cũng bảo cuốn sách đang đọc tệ hại, em thấy đúng thật ấy chứ.","Ai cũng bảo cuốn sách đang đọc tệ hại, em thấy đúng thật.",northern
Theo cả nhà tớ thấy thì sức khỏe dạo này phiền phức quá.,Theo cả nhà tôi thấy thì sức khỏe dạo này phiền phức quá.,northern
Kể ra thì mạng wifi nhà mình cũng tốt hơn mong đợi vãi cả.,Kể ra thì mạng wifi nhà mình cũng tốt hơn mong đợi nhiều.,northern
"Đám cậu tớ vừa xong dự án đang làm dở, cảm giác phí tiền thật đấy.","Đám bạn tôi vừa xong dự án đang làm dở, cảm giác phí tiền.",northern
Mình chẳng nghĩ chiếc tivi mới mua lại tệ đến thế ấy chứ.,Mình không nghĩ chiếc tivi mới mua lại tệ đến thế.,northern
"Mọi người bảo nhà hàng hải sản cũng đc, chẳng tệ chẳng hay.","Mọi người bảo nhà hàng hải sản cũng được, không tệ không hay.",northern
Thử qua lớp học thêm buổi tối dồi mới thấy tàm tạm thật đấy.,Thử qua lớp học thêm buổi tối rồi mới thấy tàm tạm.,northern
Bọn tớ chấm bãi biển hôm cả nhà đi chơi này như mọi lần thật đấy.,Bọn tôi chấm bãi biển hôm cả nhà đi chơi này như mọi lần.,northern
"Cái quạt điện trong phòng khiến u tớ cảm thấy ổn, chẳng phàn nàn gì.","Cái quạt điện trong phòng khiến mẹ tôi cảm thấy ổn, không phàn nàn gì.",northern
